cve_id,cwe_ids,github_repo,cur_commit,pre_commit,project_type
CVE-2016-15020,CWE-89,liftkit/database,42ec8f2b22e0b0b98fb5b4444ed451c1b21d125a,5082c01499c37ff4b2f59794551e32b281fd0334,Library
CVE-2016-15022,CWE-79,mosbth/cimage,401478c8393989836beeddfeac5ce44570af162b,f0ab9479d611374813d97ea7813e60b424c0f9b2,Library
CVE-2016-15023,CWE-22,sitefusion/server,49fff155c303d6cd06ce8f97bba56c9084bf08ac,7ae7ec5c3ba9a91aeec9780b5b27671553c9a9b4,Web App
CVE-2016-15027,CWE-79,meta4creations/post-duplicator,ca67c05e490c0cf93a1e9b2d93bfeff3dd96f594,e0c789692e642bd60283b4781a327a61b0f1eefd,Framework Plugin
CVE-2016-15029,CWE-79,Ydalb/mapicoin,67e87f0f0c1ac238fcd050f4c3db298229bc9679,e1f4f1734ccc9e6613e5cc7a30f479b06b2dd693,Web App
CVE-2016-15030,CWE-601,Arno0x/TwoFactorAuth,8549ad3cf197095f783643e41333586d6a4d0e54,4be3ac28cdaa93569eed9c2ab54065578d28cc70,Web App
CVE-2016-15031,CWE-89,ipoelnet/php-login,0083ec652786ddbb81335ea20da590df40035679,c3b62db5c5d4a2abc9fc9f85d0674d90a13a39d0,Web App
CVE-2016-15032,CWE-79,mback2k/mh_httpbl,a754bf306a433a8c18b55e25595593e8f19b9463,99f8500d96f58a4832935ce72f590d327815aff6,Framework Plugin
CVE-2016-15034,CWE-89,dynacase-labs/dynacase-webdesk,750a9b35af182950c952faf6ddfdcc50a2b25f8b,837ce01567ce772ecf98b2760afa1939835025b7,Web App
CVE-2016-2138,CWE-79,ikoniaris/kippo-graph,e6587ec598902763110b70c8bd0a72f7951b4997,988641f10ca5280bc4abc294186405dbe3b8fa8d,Web App
CVE-2016-2139,CWE-79,ikoniaris/kippo-graph,e6587ec598902763110b70c8bd0a72f7951b4997,988641f10ca5280bc4abc294186405dbe3b8fa8d,Web App
CVE-2016-3735,CWE-335,Piwigo/Piwigo,f51ee90c66527fd7ff634f3e8d414cb670da068d,a3c46de7511cb5b66f59375d225b1f0fb66ae988,Web App
CVE-2016-5431,CWE-327,nov/jose-php,1cce55e27adf0274193eb1cd74b927a398a3df4b,8ed99bc38567cc3ee6a48f42accb2c7dcba80972,Library
CVE-2016-9128,CWE-79,revive-adserver/revive-adserver,a323fd626627e8d42819fd5b7e2829196b5c54a3,3aaebcc765797d2c684e031f2836e0a69d6b7bc2,Web App
CVE-2016-9130,CWE-79,revive-adserver/revive-adserver,f6880330a8e11e804663f132867e9eb9b1f94e83,38223a841190bebd7a137c7bed84fbbcb2b0c2a5,Web App
CVE-2016-9455,CWE-352,revive-adserver/revive-adserver,65a9c8119b4bc7493fd957e1a8d6f6f731298b45,f6880330a8e11e804663f132867e9eb9b1f94e83,Web App
CVE-2016-9457,CWE-79,revive-adserver/revive-adserver,ecbe822b48ef4ff61c2c6357c0c94199a81946f4,5a48f3e4884918def0331f45e793f56f45ed574c,Web App
CVE-2017-20152,CWE-22,aerouk/imageserve,bd23c784f0e5cb12f66d15c100248449f87d72e2,2ac3cd4f90b4df66874fab171376ca26868604c4,Web App
CVE-2017-20157,CWE-918,Ariadne-CMS/arc-web,1feb1cc11e6c9f218408f15f53f537ea0d788656,615c841a0cd1068758512cd218bab0f91f254b01,Library
CVE-2017-20158,CWE-79,vova07/yii2-fileapi-widget,c00d1e4fc912257fca1fce66d7a163bdbb4c8222,a392ab7d9c6fb429b28e1ce5a04b4d1cfd75cf89,Framework Plugin
CVE-2017-20163,CWE-89,RedSnapper/NView,cbd255f55d476b29e5680f66f48c73ddb3d416a8,f3fe365f50aa05f637d34b9bb5043d0d78eb994b,Library
CVE-2017-20164,CWE-601,symbiote/silverstripe-seed,b065ebd82da53009d273aa7e989191f701485244,573d695aa7ed4d68c70cc3d2de3728051b4b495d,Framework Plugin
CVE-2017-20168,CWE-89,jfm-so/piWallet,b420f8c4cbe7f06a34d1b05e90ee5cdfe0aa83bb,c8adf52f828db3bf4ae9e7784eaa1ab3d0f891dc,Web App
CVE-2017-20169,CWE-89,GGGGGGGG/ToN-MasterServer,3a4c7e6d51bf95760820e3245e06c6e321a7168a,a2ed9d44084c7b8f60c07ffe42ef65f5a2d939b2,Web App
CVE-2017-20170,CWE-89,ollpu/parontalli,6891bb2dec57dca6daabc15a6d2808c8896620e5,422be98d34b6b21fb0c33a895fd4238628e996e2,Web App
CVE-2017-20173,CWE-89,AlexRed/contentmap,dd265d23ff4abac97422835002c6a47f45ae2a66,280fffc29385e1d5c4957f80e7b218d3ead73885,Library
CVE-2017-20175,CWE-79,DaSchTour/matomo-mediawiki-extension,681324e4f518a8af4bd1f93867074c728eb9923d,ceadbc69a175422d9523a13241dd45dbd2d609b4,Framework Plugin
CVE-2017-20176,CWE-79,ciubotaru/share-on-diaspora,fb6fae2f8a9b146471450b5b0281046a17d1ac8d,9e865150838ce20a58fd7214c2c054460c6718cb,Framework Plugin
CVE-2017-20177,CWE-79,joseconti/WangGuard,88414951e30773c8d2ec13b99642688284bf3189,a822d28cf591a31d637e8ead4c03fae4ef3da75d,Framework Plugin
CVE-2017-20178,CWE-200,Codiad/Codiad,517119de673e62547ee472a730be0604f44342b5,6e2ff815f1a6267fb33ee69f6bfe6dc24adfc3b9,Web App
CVE-2017-20183,CWE-79,zzxiang/external-media-without-import,9d2ecd159a6e2e3f710b4f1c28e2714f66502746,6634905d20cf112fb0d2eeeceefc80a161aabc23,Framework Plugin
CVE-2017-20185,CWE-79,fuzzymannerz/swmp,792bcab637cb8c3bd251d8fc8771512c5329a93e,34752b3b26fe9c292a2515d3bf45cb7b84234642,Web App
CVE-2017-20187,CWE-74,floriangaerber/Magnesium-PHP,500d340e1f6421007413cc08a8383475221c2604,09fe824c3e4d8ad970e6546aeae55cbe194a3791,Library
CVE-2017-20195,CWE-89,LUNAD3v/areaload,264813c546dba03989ac0fc365f2022bf65e3be2,1a1103182ed63a06dde63d1712f3262eda19c3ec,Web App
CVE-2017-9841,CWE-94,sebastianbergmann/phpunit,284a69fb88a2d0845d23f42974a583d8f59bf5a5,7b58ff0d8996b56675a3e05dcd563e0a4f244935,Framework
CVE-2018-1000869,CWE-89,phpipam/phpipam,856b10ca85a24c04ed8651f4e13f867ec78a353d,4554be402196037ed8c34d375fc65f37ba161ae2,Web App
CVE-2018-1000870,CWE-79,phpipam/phpipam,552fbb0fc7ecb84bda4a131b4f290a3de9980040,ee5ef63fb5774f12ed580a8b3e6e05d3e61dfcdc,Web App
CVE-2018-1000884,CWE-208,serghey-rodin/vesta,5f68c1b634abec2d5a4f83156bfd223d3a792f77,67a0e8d1086eb271df7e12fc67f1db482be8cb46,Web App
CVE-2018-25057,CWE-89,mikebharris/simple_php_link_shortener,b26ac6480761635ed94ccb0222ba6b732de6e53f,96a0af6e75beb4f77282c1eff4e2424619e7d727,Web App
CVE-2018-25065,CWE-79,wikimedia/mediawiki-extensions-I18nTags,b4bc3cbbb099eab50cf2b544cf577116f1867b94,a90495a5061f8cf278f4c96eda0bb4d569d895e5,Framework Plugin
CVE-2018-25067,CWE-89,JoomGallery/JoomGallery,dc414ee954e849082260f8613e15a1c1e1d354a1,67b0415864bbdf50f8e7b0e7a1e8991abc19fbc9,Framework Plugin
CVE-2018-25071,CWE-89,roxlukas/lmeve,c25ff7fe83a2cda1fcb365b182365adc3ffae332,f225174a9be6990826755f2d7541c513a95100cb,Web App
CVE-2018-25073,CWE-79,Newcomer1989/TSN-Ranksystem,b3a3cd8efe2cd3bd3c5b3b7abf2fe80dbee51b77,b2f8fc6b024a9a4b934b92253b6aebc063314830,CLI App
CVE-2018-25076,CWE-89,timbuckingham/bigtree-events,11169e48ab1249109485fdb1e0c9fca3d25ba01d,7b2feffcf16ad3aa30f931f3c468ed3333e95eea,Framework Plugin
CVE-2018-25080,CWE-79,serbanghita/Mobile-Detect,31818a441b095bdc4838602dbb17b8377d1e5cce,4da80e5624199beaed556e82f2326e63e83d4869,Library
CVE-2018-25086,CWE-79,sea75300/fanpresscm3,c380d343c2107fcee55ab00eb8d189ce5e03369b,05a3ef40935f47a5ef6cb3a3a1f551cda7d29240,Web App
CVE-2018-25094,CWE-24,59160781/project,9d9618422b980335bb30be612ea90f4f56cb992c,6da1d3b39696c5324889fe12b289faebcfae7317,Web App
CVE-2018-25096,CWE-352,MdAlAmin-aol/ownhealthrecord,58b413aa40820b49070782c786c526850ab7748f,75a76126849328943dc4fc09222044d961afbf05,Web App
CVE-2018-25106,CWE-89,webuidesigning/NebulaX,41230a81db0f671c570c2644bc2f80565ca83c5a,7d3ddb53bca719895630fe81c7c24c3a930ad3ee,Framework Theme
CVE-2019-1010062,CWE-434,pluck-cms/pluck,09f0ab871bf633973cfd9fc4fe59d4a912397cf8,cad5f633d7a7b5ba7e1bab773f4dbb506ca36c08,Web App
CVE-2019-1010178,CWE-648,modxcms/fred,139cefac83b2ead90da23187d92739dec79d3ccd,f1246589da98bae43cd541190926edba9cf999ef,Framework Plugin
CVE-2019-16774,CWE-94,PHPSocialNetwork/phpfastcache,c4527205cb7a402b595790c74310791f5b04a1a4,afb1d158aee1eaa07857909d43f6ce3570b82a30,Library
CVE-2019-16780,CWE-79,WordPress/wordpress-develop,505dd6a20b6fc3d06130018c1caeff764248c29e,b1975463dd995da19bb40d3fa0786498717e3c53,Web App
CVE-2019-25086,CWE-79,IET-OU/open-media-player,3f39f2d68d11895929c04f7b49b97a734ae7cd1f,6ea6528081308d157f635f9c4ac3a10aa58c0270,Web App
CVE-2019-25092,CWE-79,Nakiami/mellivora,e0b6965f8dde608a3d2621617c05695eb406cbb9,66df66cbba1c7d8e9884fc9abfd6990db289be58,Web App
CVE-2019-25093,CWE-79,dragonexpert/recentthreads,051465d807a8fcc6a8b0f4bcbb19299672399f48,f0026c3a08b25c2d88e12592a0df68a0c2c9cdc5,Framework Plugin
CVE-2019-25098,CWE-22,soerennb/extplorer,b8fcb888f4ff5e171c16797a4b075c6c6f50bf46,95c4cf7a7f1c8f96ffc5d00df0f8dd31c5550338,Web App
CVE-2019-25099,CWE-22,Arthmoor/QSF-Portal,ea4f61e23ecb83247d174bc2e2cbab521c751a7d,b109e682b9f16353a5ae44fba8c020aa4d9015f1,Web App
CVE-2019-25100,CWE-89,happyman/twmap,babbec79b3fa4efb3bd581ea68af0528d11bba0c,f13a8d1cde78d9ffe8ae925921e89ee9edce626f,Web App
CVE-2019-25105,CWE-79,lgommans/dro.pm,fa73c3a42bc5c246a1b8f815699ea241aef154bb,31ecf08e90bd6c1cd765da5495610dc447bfeef9,Web App
CVE-2019-25156,CWE-79,dstar2018/agency-code-repo,975b56953efabb434519d9feefcc53685fb8d0ab,8f2b612763510f008790264b5157c13b14dc66a7,Web App
CVE-2019-25159,CWE-89,mpedraza2020/IESMONTEROSOINTRANET,678190bee1dfd64b54a2b0e88abfd009e78adce8,5e627496305d1854ae95af3ba9ae4bb20de830fe,Web App
CVE-2019-3557,CWE-125,facebook/hhvm,6e4dd9ec3f14b48170fc45dc9d13a3261765f994,50a1c8c05ef3955fbd0087f2028c7eb8e47063e1,Framework
CVE-2020-11011,CWE-434,Alanaktion/phproject,b49d642e035d835f824bd39babd964ec0e3a285f,10dba6d56a4183e2b20b4f881e389bf47cf5d46a,Web App
CVE-2020-12641,CWE-78,roundcube/roundcubemail,fcfb099477f353373c34c8a65c9035b06b364db3,1c239c90d9b9b88fe551f20e22565fec74c29063,Web App
CVE-2020-15080,CWE-200,PrestaShop/PrestaShop,35ef7e9d892287c302df1fc5aa05ecfc6f15bc76,bac9ea6936b073f84b1abd9864317af3713f1901,Web App
CVE-2020-15081,CWE-548,PrestaShop/PrestaShop,bac9ea6936b073f84b1abd9864317af3713f1901,0f0d6238169a79d94f5ef28d24e60a9be8902f4b,Web App
CVE-2020-15094,CWE-212,symfony/symfony,d9910e0b33a2e0f993abff41c6fbc86951b66d78,bca14aa5f8a96f9a8ae06c5e04ab50364cdae8ff,Framework
CVE-2020-15151,CWE-203,OpenMage/magento-lts,7c526bc6a6a51b57a1bab4c60f104dc36cde347a,4c02c105bfe38c703ec73fce0b1a031440fdc4ba,Web App
CVE-2020-15155,CWE-79,baserproject/basercms,94cbfab74c9fd6d04492597a1a684674c3c0e30f,1a2fb075c28b83c5051ca8f3ace979d8893fed03,Web App
CVE-2020-15159,CWE-79,baserproject/basercms,16a7b3cd09a0ca355474119c76897eac2034a66d,2dcaa28d6765d62a3c860cb92320c790894631bd,Web App
CVE-2020-15175,CWE-552,glpi-project/glpi,6ca9a0e77299a755c356d758344a23278df67f65,f021f1f365b4acea5066d3e57c6d22658cf32575,Web App
CVE-2020-15177,CWE-79,glpi-project/glpi,a8109d4ee970a222faf48cf48fae2d2f06465796,6ca9a0e77299a755c356d758344a23278df67f65,Web App
CVE-2020-15244,CWE-502,OpenMage/magento-lts,26433d15b57978fcb7701b5f99efe8332ca8630b,9d38347e109476195ee88920d939bf6850a23e24,Web App
CVE-2020-15246,CWE-863,octobercms/library,80aab47f044a2660aa352450f55137598f362aa4,09896978bd8b09aac20a8da70ac93c2617afa03c,Library
CVE-2020-15247,CWE-862,octobercms/october,4c650bb775ab849e48202a4923bac93bd74f9982,d49266ad90246fcf90565de8ccdcdbad492de0fe,Web App
CVE-2020-15248,CWE-863,octobercms/october,78a37298a4ed4602b383522344a31e311402d829,fd2d634b5e691087e9d1d94f9c924527e010f4dd,Web App
CVE-2020-15249,CWE-79,octobercms/library,80aab47f044a2660aa352450f55137598f362aa4,09896978bd8b09aac20a8da70ac93c2617afa03c,Library
CVE-2020-15277,CWE-434,baserproject/basercms,bb027c3967b0430adcff2d2fedbc23d39077563b,d14f506385f21d67d5ff3462f204d4c2321b7c54,Web App
CVE-2020-19678,CWE-22,pfsense/pfsense-packages,59ed3438729fd56452f58a0f79f0c288db982ac3,722547921de086254b8fd5b2e458c95d1bb68c96,Library
CVE-2020-21487,CWE-79,pfsense/FreeBSD-ports,a6f443cde51e7fcf17e51f16014d3589253284d8,a14b8028d53c6b29a64a8954cb1e1730a0b52710,Framework
CVE-2020-25706,CWE-79,Cacti/cacti,39458efcd5286d50e6b7f905fedcdc1059354e6e,99d3bf86b863e381a5e82f764b0639ee11bd6311,Web App
CVE-2020-25730,CWE-79,ZoneMinder/zoneminder,9268db14a79c4ccd444c2bf8d24e62b13207b413,147238027c3791ba4a519aa06ed251c61e7b408b,Web App
CVE-2020-26212,CWE-862,glpi-project/glpi,527280358ec78988ac57e9809d2eb21fcd74caf7,e0d6a24d16f11505663928cc47292aec77ca2612,Web App
CVE-2020-26231,CWE-862,octobercms/october,d34fb8ab51108495a9a651b841202d935f4e12f7,16e0bd4d094264fd00d0af86180bde4e0c73b4be,Web App
CVE-2020-26252,CWE-22,OpenMage/magento-lts,0786aa48bc7b618cfe37b59f45e1da3714c533c3,5580c3499b7bdcbc967834eaf7ef17ce596c7ab3,Web App
CVE-2020-26255,CWE-434,getkirby/kirby,db8f371b13036861c9cc5ba3e85e27f73fce5e09,6112f1cb8ebf9c36e8a9f97ae08acc910ddbc792,Web App
CVE-2020-26285,CWE-22,OpenMage/magento-lts,4132668f5009f17456fe644742026f56d2297586,0786aa48bc7b618cfe37b59f45e1da3714c533c3,Web App
CVE-2020-26295,CWE-22,OpenMage/magento-lts,9cf8c0aa1d1306051a18ace08d40279dadc1fb35,4132668f5009f17456fe644742026f56d2297586,Web App
CVE-2020-36193,CWE-59,pear/Archive_Tar,cde460582ff389404b5b3ccb59374e9b389de916,be2da51550e0facae83ef376ef0985a7358ec9a5,Library
CVE-2020-36626,CWE-89,moderntribe/panel-builder,4528d4f855dbbf24e9fc12a162fda84ce3bedc2f,e4ab11aab6c57b4971c70f407bf21811312cad8f,Framework Plugin
CVE-2020-36630,CWE-89,FreePBX/cdr,f1a9eea2dfff30fb99d825bac194a676a82b9ec8,e933ce7f43a440c19f9306d5f96bbc923e1a9da7,Framework Plugin
CVE-2020-36633,CWE-352,eberhardt/moodle-block_sitenews,cd18d8b1afe464ae6626832496f4e070bac4c58f,a1e3aa163ae24b13b740efde86adcb68c5f07a24,Framework Plugin
CVE-2020-36637,CWE-79,Chris92de/AdminServ,3ed17dab3b4d6e8bf1c82ddfbf882314365e9cd7,9a45087814295de6fb3a3fe38f96293665234da1,Web App
CVE-2020-36638,CWE-79,Chris92de/AdminServ,9a45087814295de6fb3a3fe38f96293665234da1,7bc4f9aba3525aed1b0300cb7ba86f67718c147d,Web App
CVE-2020-36642,CWE-77,trampgeek/jobe,8f43daf50c943b98eaf0c542da901a4a16e85b02,955fa79bb7a3c6ed63bce3846c175517c5208584,Web App
CVE-2020-36653,CWE-79,GENI-NSF/geni-portal,c2356cc41260551073bfaa3a94d1ab074f554938,51b12a1777b2bb2cf1365f6aa5b48e38128ed99b,Web App
CVE-2020-36654,CWE-79,GENI-NSF/geni-portal,39a96fb4b822bd3497442a96135de498d4a81337,c2356cc41260551073bfaa3a94d1ab074f554938,Web App
CVE-2020-36663,CWE-601,artesaos/seotools,ca27cd0edf917e0bc805227013859b8b5a1f01fb,445c0bf0ddbd7cdc271d2887d25009a0e1ff2cb6,Framework Plugin
CVE-2020-36664,CWE-601,artesaos/seotools,ca27cd0edf917e0bc805227013859b8b5a1f01fb,445c0bf0ddbd7cdc271d2887d25009a0e1ff2cb6,Framework Plugin
CVE-2020-36665,CWE-601,artesaos/seotools,ca27cd0edf917e0bc805227013859b8b5a1f01fb,445c0bf0ddbd7cdc271d2887d25009a0e1ff2cb6,Framework Plugin
CVE-2020-36828,CWE-79,codersclub/DiscuzX,4a9673624f46f7609486778ded9653733020c567,a7450c7b93918e64005feae58627dce01288a7a1,Web App
CVE-2020-4043,CWE-502,phpMussel/phpMussel,97f25973433921c1f953430f32d3081adc4851a4,6bd72af30e58e3ed3d9c48269e54911a7a8a5b4c,Library
CVE-2020-4047,CWE-80,WordPress/wordpress-develop,0977c0d6b241479ecedfe19e96be69f727c3f81f,7e4bf4e2017fc2fe0c1e452303385ba5b9029e01,Web App
CVE-2020-4048,CWE-601,WordPress/wordpress-develop,6ef777e9a022bee2a80fa671118e7e2657e52693,0977c0d6b241479ecedfe19e96be69f727c3f81f,Web App
CVE-2020-4049,CWE-80,WordPress/wordpress-develop,404f397b4012fd9d382e55bf7d206c1317f01148,6ef777e9a022bee2a80fa671118e7e2657e52693,Web App
CVE-2020-4050,CWE-288,WordPress/wordpress-develop,b8dea76b495f0072523106c6ec46b9ea0d2a0920,404f397b4012fd9d382e55bf7d206c1317f01148,Web App
CVE-2020-5237,CWE-23,1up-lab/OneupUploaderBundle,a6011449b716f163fe1ae323053077e59212350c,ddc0c39b3d3f05b1e3fc47a91ae75b90fbf0ff36,Framework Plugin
CVE-2020-5255,CWE-435,symfony/symfony,dca343442e6a954f96a2609e7b4e9c21ed6d74e6,c935e4a3fba6cc2ab463a6ca382858068d63cebf,Framework
CVE-2020-5274,CWE-209,symfony/symfony,629d21b800a15dc649fb0ae9ed7cd9211e7e45db,3ee39e7468f1cd0b5a88b89aad72d61214e950f4,Framework
CVE-2020-5275,CWE-285,symfony/symfony,c935e4a3fba6cc2ab463a6ca382858068d63cebf,78c0bcb3026109a2c2c13375e02856ef3d4eb74d,Framework
CVE-2020-5279,CWE-284,PrestaShop/PrestaShop,4444fb85761667a2206874a3112ccc77f657d76a,f9f442c87755908e23a6bcba8c443cdea1d78a7f,Web App
CVE-2020-5292,CWE-89,Leantime/leantime,af0807f0b2c4c3c914b93f1c5d940e6b875f231f,bf333918c8a6e77b3e21782c3cf659393ca1dbab,Web App
CVE-2020-5295,CWE-98,octobercms/october,2b8939cc8b5b6fe81e093fe2c9f883ada4e3c8cc,a9b4a5b2c77afe5ad974455bec69da620b443a5d,Web App
CVE-2020-5296,CWE-73,octobercms/october,2b8939cc8b5b6fe81e093fe2c9f883ada4e3c8cc,a9b4a5b2c77afe5ad974455bec69da620b443a5d,Web App
CVE-2020-5297,CWE-73,octobercms/october,6711dae8ef70caf0e94cec434498012a2ccd86b8,2b8939cc8b5b6fe81e093fe2c9f883ada4e3c8cc,Web App
CVE-2020-5299,CWE-77,octobercms/library,c84bf03f506052c848f2fddc05f24be631427a1a,30256cae957ab0d48efbae6e1f306734adef24d7,Library
CVE-2020-5301,CWE-200,simplesamlphp/simplesamlphp,47968d26a2fd3ed52da70dc09210921d612ce44e,228e4f2287fd5d73727178b87de7a9652bf1c5b0,Web App
CVE-2021-21258,CWE-79,glpi-project/glpi,e7802fc051696de1f76108ea8dc3bd4e2c880f15,df91eab60045ae0d88257b70444fcefdfaf9432d,Web App
CVE-2021-21264,CWE-862,octobercms/october,f63519ff1e8d375df30deba63156a2fc97aa9ee7,2108321d49c4ed96b20b28cc0034445f2d5010b6,Web App
CVE-2021-21265,CWE-644,octobercms/library,f86fcbcd066d6f8b939e8fe897409d152b11c3c6,b57093b473f597051b5f16be1efe39e5eabd3df4,Library
CVE-2021-21276,CWE-863,cydrobolt/polr,b1981709908caf6069b4a29dad3b6739c322c675,10be1cbf4057f82bb57755f5d0dd36c9b38e4a56,Web App
CVE-2021-21311,CWE-918,vrana/adminer,ccd2374b0b12bd547417bf0dacdf153826c83351,1e1c46ac72eec83cbb99f0f1887492cb9d4429eb,Web App
CVE-2021-21324,CWE-639,glpi-project/glpi,aade65b7f67d46f23d276a8acb0df70651c3b1dc,b2f67320598849b8266b2f23f2f491ff25772b5a,Web App
CVE-2021-21352,CWE-330,anuko/timetracker,40f3d9345adc20e6f28eb9f59e2489aff87fecf5,85823f48d86f438909af947b57038a1090283030,Web App
CVE-2021-21408,CWE-20,smarty-php/smarty,19ae410bf56007a5ef24441cdc6414619cfaf664,baad3115cd8fd001a113b6605c0e6393e823d598,Library
CVE-2021-21424,CWE-200,symfony/symfony,2a581d22cc621b33d5464ed65c4bc2057f72f011,83093d5448a7b90fd4cbcce38580ae53898f506f,Framework
CVE-2021-24366,CWE-79,codepress/admin-columns,b45571ed21d574d13687213a5002e0c68e4442c7,56c30e7843cffff1a784e5fb62cd1cbb0cfc60fa,Framework Plugin
CVE-2021-24666,CWE-89,podlove/podlove-publisher,aa8a343a2e2333b34a422f801adee09b020c6d76,f53ddbec4c302113bdd2b47bfc7da5b3524ffdc3,Framework Plugin
CVE-2021-24892,CWE-639,advancedforms/advanced-forms,2ce3ab6985c3a909eefb01c562995bc6a994d3a2,acbc699e158a91d4f4954feecec79cad419c97e1,Framework Plugin
CVE-2021-25954,CWE-284,Dolibarr/dolibarr,8cc100012d46282799fb19f735a53b7101569377,0271645d8efd5815bbb2d8750c76e8b27ee974be,Web App
CVE-2021-25955,CWE-79,Dolibarr/dolibarr,796b2d201acb9938b903fb2afa297db289ecc93e,0d7fccc7b30b00b241f85d5b1e28fdbbf19042e3,Web App
CVE-2021-29436,CWE-352,anuko/timetracker,e3f8222ee308322942bcebcd86b78ecf19382563,e77be7eea69df5d52e19f9f25b5b89a0e66a5b8e,Web App
CVE-2021-29454,CWE-74,smarty-php/smarty,215d81a9fa3cd63d82fb3ab56ecaf97cf1e7db71,efb416e5ef563f0ec3e0cbbc5a656288760800ab,Library
CVE-2021-29487,CWE-287,octobercms/library,016a297b1bec55d2e53bc889458ed2cb5c3e9374,78146965383ed72426124664a4eff17a3d293efb,Library
CVE-2021-29625,CWE-79,vrana/adminer,4043092ec2c0de2258d60a99d0c5958637d051a7,60ad16117868103cb053881ecf14303236b6bcbc,Web App
CVE-2021-32644,CWE-79,ampache/ampache,c9453841e1b517a1660c3da1efd1fe5d623c93a5,dcc8fad681f5bccd66f4fa7ed072f1bf700ba96e,Web App
CVE-2021-32645,CWE-601,tenancy/multi-tenant,9c837a21bccce9bcaeb90033ef200d84f0d9e164,41150dce84288f24ff68c8df433a45f966a60865,Framework Plugin
CVE-2021-32648,CWE-287,octobercms/library,016a297b1bec55d2e53bc889458ed2cb5c3e9374,78146965383ed72426124664a4eff17a3d293efb,Library
CVE-2021-32649,CWE-74,octobercms/october,167b592eed291ae1563c8fcc5b9b34a03a300f26,baa41ac8541613caa740325fc1629b6ca85354a6,Web App
CVE-2021-32650,CWE-74,octobercms/october,167b592eed291ae1563c8fcc5b9b34a03a300f26,baa41ac8541613caa740325fc1629b6ca85354a6,Web App
CVE-2021-32682,CWE-78,Studio-42/elFinder,a106c350b7dfe666a81d6b576816db9fe0899b17,60d1d767659b22481315bea4faf252b8dfdd027d,Web App
CVE-2021-32693,CWE-287,symfony/security-http,6bf4c31219773a558b019ee12e54572174ff8129,746321a1bbd019bf435cf29b0b3da96deaac2b47,Framework Plugin
CVE-2021-32708,CWE-367,thephpleague/flysystem,a3c694de9f7e844b76f9d1b61296ebf6e8d89d74,27ba26d8783e2ca3e4a5cf85534ccf1af6c68ec3,Library
CVE-2021-3603,CWE-829,PHPMailer/PHPMailer,45f3c18dc6a2de1cb1bf49b9b249a9ee36a5f7f3,6334bab2affb132b1445825a0f1f82f7869b981e,Library
CVE-2021-37704,CWE-200,PHPSocialNetwork/phpfastcache,41a77d0d8f126dbd6fbedcd9e6a82e86cdaafa51,36749d4dca550bf01388807608042065d1594a7c,Library
CVE-2021-3838,CWE-502,dompdf/dompdf,99aeec1efec9213e87098d42eb09439e7ee0bb6a,5abe32818761832d159c68fce5d43ff7510d8c91,Library
CVE-2021-39217,CWE-77,OpenMage/magento-lts,289bd4b4f53622138e3e5c2d2cef7502d780086f,d16fc6c5a1e66c6f0d9f82020f11702a7ddd78e4,Web App
CVE-2021-4097,CWE-93,phpservermon/phpservermon,162bba0046fcda1580f4fbc7b9ababe3c7c13ce4,b81f173a05727a5c5b82acb94be8dcd6afa87c8c,Web App
CVE-2021-41113,CWE-352,TYPO3/typo3,fa51999203c5e5d913ecae5ea843ccb2b95fa33f,5d849154a22bb956a75186b063e52cf9c74909a7,Web App
CVE-2021-41114,CWE-644,TYPO3/typo3,5cbff85506cebe343e5ae59228977547cf8e3cf4,fa51999203c5e5d913ecae5ea843ccb2b95fa33f,Web App
CVE-2021-41116,CWE-77,composer/composer,ca5e2f8d505fd3bfac6f7c85b82f2740becbc0aa,1a994e41d4e4ece6f1e78c2139a8dc7a977d1edd,CLI App
CVE-2021-41129,CWE-639,pterodactyl/panel,4a84c36009be10dbd83051ac1771662c056e4977,5fdb0a590905a2f6866a99d5096ff38c8341a3aa,Web App
CVE-2021-41139,CWE-79,anuko/timetracker,559906731f153c9b3a632c2839ed11669b76d593,71796c69b7128ce6d49c6772ccfa8c0c14ff4ba0,Web App
CVE-2021-41143,CWE-77,OpenMage/magento-lts,45330ff50439984e806992fa22c3f96c4d660f91,06c45940ba3256cdfc9feea12a3c0ca56d23acf8,Web App
CVE-2021-41144,CWE-77,OpenMage/magento-lts,06c45940ba3256cdfc9feea12a3c0ca56d23acf8,58e72cf939ecab61462e433eb755dedbc5be0767,Web App
CVE-2021-41162,CWE-79,Combodo/iTop,83125d9ae16cfb2527b9d0ab0805a68b863244a0,20f44190620e946d6864daf89b6971269c7e426c,Web App
CVE-2021-41171,CWE-307,elabftw/elabftw,8e92afeec4c3a68dc88333881b7e6307f425706b,20e785fed8450bdda78e8dc2954c91f31b685ccc,Web App
CVE-2021-41176,CWE-352,pterodactyl/panel,45999ba4ee1b2dcb12b4a2fa2cedfb6b5d66fac2,22a8b2b3a2e3277155440b8e73a070b21ea402f7,Web App
CVE-2021-41231,CWE-77,OpenMage/magento-lts,d16fc6c5a1e66c6f0d9f82020f11702a7ddd78e4,45330ff50439984e806992fa22c3f96c4d660f91,Web App
CVE-2021-41236,CWE-79,oroinc/platform,2a089c971fc70bc63baf8770d29ee515ce5a415a,d9d0210b1af70794d6ef36d87edabbde51024c18,Framework
