CVE ID,CWE Type,Current Commit,Previous Commit
CVE-2016-9457,CWE-79: Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),https://github.com/revive-adserver/revive-adserver,ecbe822b48ef4ff61c2c6357c0c94199a81946f4,5a48f3e4884918def0331f45e793f56f45ed574c
CVE-2016-9455,CWE-352: Cross-Site Request Forgery (CSRF),https://github.com/revive-adserver/revive-adserver,65a9c8119b4bc7493fd957e1a8d6f6f731298b45,f6880330a8e11e804663f132867e9eb9b1f94e83
CVE-2016-2138,CWE-79: Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),https://github.com/ikoniaris/kippo-graph,e6587ec598902763110b70c8bd0a72f7951b4997,988641f10ca5280bc4abc294186405dbe3b8fa8d
CVE-2016-2139,CWE-79: Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),https://github.com/ikoniaris/kippo-graph,e6587ec598902763110b70c8bd0a72f7951b4997,988641f10ca5280bc4abc294186405dbe3b8fa8d
CVE-2016-15031,CWE-89: Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),https://github.com/ipoelnet/php-login,0083ec652786ddbb81335ea20da590df40035679,c3b62db5c5d4a2abc9fc9f85d0674d90a13a39d0
CVE-2016-15023,CWE-22: Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'),https://github.com/sitefusion/server,49fff155c303d6cd06ce8f97bba56c9084bf08ac,7ae7ec5c3ba9a91aeec9780b5b27671553c9a9b4
CVE-2016-15029,CWE-79: Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),https://github.com/Ydalb/mapicoin,67e87f0f0c1ac238fcd050f4c3db298229bc9679,e1f4f1734ccc9e6613e5cc7a30f479b06b2dd693
CVE-2016-15013,CWE-89: Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),https://github.com/ForumHulp/searchresults,dd8a312bb285ad9735a8e1da58e9e955837b7322,3ed3155f76ce9b0e0a83d2fd12ffc246f2dd6965
CVE-2016-15030,CWE-601: URL Redirection to Untrusted Site ('Open Redirect'),https://github.com/Arno0x/TwoFactorAuth,8549ad3cf197095f783643e41333586d6a4d0e54,4be3ac28cdaa93569eed9c2ab54065578d28cc70
CVE-2016-15032,CWE-79: Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),https://github.com/mback2k/mh_httpbl,a754bf306a433a8c18b55e25595593e8f19b9463,99f8500d96f58a4832935ce72f590d327815aff6
CVE-2016-15014,CWE-522: Insufficiently Protected Credentials,https://github.com/CESNET/theme-cesnet,2b857f2233ce5083b4d5bc9bfc4152f933c3e4a6,83c0d43e35a8b2eb09b51308ffd739248b9965f2
CVE-2016-15020,CWE-89: Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),https://github.com/liftkit/database,42ec8f2b22e0b0b98fb5b4444ed451c1b21d125a,5082c01499c37ff4b2f59794551e32b281fd0334
CVE-2016-15022,CWE-79: Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),https://github.com/mosbth/cimage,401478c8393989836beeddfeac5ce44570af162b,f0ab9479d611374813d97ea7813e60b424c0f9b2
CVE-2016-15016,CWE-89: Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),https://github.com/mrtnmtth/joomla_mod_einsatz_stats,27c1b443cff45c81d9d7d926a74c76f8b6ffc6cb,4cc0816542b2fd7f2c4c96606663a3fedf029cfc
CVE-2016-15034,CWE-89: Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),https://github.com/dynacase-labs/dynacase-webdesk,750a9b35af182950c952faf6ddfdcc50a2b25f8b,837ce01567ce772ecf98b2760afa1939835025b7
CVE-2016-15015,CWE-208: Observable Timing Discrepancy,https://github.com/viafintech/Barzahlen-PHP,3e7d29dc0ca6c054a6d6e211f32dae89078594c1,e18e60193448c1ae0182724972025d50ee2ae6f8
CVE-2014-125044,CWE-73: External Control of File Name or Path,https://github.com/soshtolsus/wing-tight,567bc33e6ed82b0d0179c9add707ac2b257aeaf2,7cee6e453a1b47d2c20e1ab5caff6430fda057f0
CVE-2014-125077,CWE-89: Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),https://github.com/pointhi/searx_stats,281bd679a4474ddb222d16c1c380f252839cc18f,49f1598e4e5bb90ea4ccc1e430112d5d4c2f6ec4
CVE-2014-125076,CWE-89: Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),https://github.com/NoxxieNl/Criminals,0a60b31271d4cbf8babe4be993d2a3a1617f0897,0feeea4700dbe2938a5a8b93ce0df50bddec3f84
CVE-2014-125062,CWE-89: Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),https://github.com/ananich/bitstorm,ea8da92f94cdb78ee7831e1f7af6258473ab396a,f0a662662c3e1dd1a8f158e12233a7af81c62dbd
CVE-2014-125045,CWE-89: Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),https://github.com/Miesvanderlippe/meol1,82441e413f87920d1e8f866e8ef9d7f353a7c583,73e4c81b6bea332a5d4ce5880af4033ea09e62b2
CVE-2014-125034,CWE-79: Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),https://github.com/stiiv/contact_app,67bec33f559da9d41a1b45eb9e992bd8683a7f8c,f9e5169aad52bd1d681abc74428786140dca7efe
CVE-2014-125107,CWE-693: Protection Mechanism Failure,https://github.com/Corveda/PHPSandbox,48fde5ffa4d76014bad260a3cbab7ada3744a4cc,e5216ec8007ec2dcfbe70601263bb2eb70143ded
CVE-2014-125029,CWE-89: Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),https://github.com/ttskch/PaginationServiceProvider,619de478efce17ece1a3b913ab16e40651e1ea7b,f1616a57f4c8f3bf95e2affed8988acefe85e935
CVE-2014-125040,CWE-89: Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),https://github.com/stevejagodzinski/DevNewsAggregator,b9de907e7a8c9ca9d75295da675e58c5bf06b172,49ac5b49d34aa104c288474b236284cd1876d39e
CVE-2014-125057,CWE-697: Incorrect Comparison,https://github.com/mrobit/robitailletheknot,6b2813696ccb88d0576dfb305122ee880eb36197,72e8ac5dd67e0ba27144b35b72ee4fb240e5bdcc
CVE-2014-125051,CWE-89: Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),https://github.com/himiklab/yii2-jqgrid-widget,a117e0f2df729e3ff726968794d9a5ac40e660b9,55460df283454951c257411d563b2b8118d6b299
CVE-2014-125032,CWE-89: Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),https://github.com/porpeeranut/go-with-me,b92451e4f9e85e26cf493c95ea0a69e354c35df9,d91c648f4d7da7f355af7c2bbf809dbfdc1cb786
CVE-2014-125031,CWE-79: Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),https://github.com/kirill2485/TekNet,1c575340539f983333aa43fc58ecd76eb53e1816,6f7b74593851920ba13946ff1101d94f4dbc6ac7
CVE-2014-125053,CWE-89: Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),https://github.com/Piwigo/Piwigo-Guest-Book,0cdd1c388edf15089c3a7541cefe7756e560581d,2dfd046c7e35261fe272d4abacba62c195edee4a
CVE-2014-125027,CWE-79: Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),https://github.com/yunasc/tbdev,0ba3fd4be29dd48fa4455c236a9403b3149a4fd4,0399b5703a198fa3756726bf059cd0b976535813
CVE-2013-10018,CWE-89: Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),https://github.com/fanzila/WebFinance,165dfcaa0520ee0179b7c1282efb84f5a03df114,bfccab378a6608d216df2835840da243fa63cfe2
CVE-2013-10016,CWE-89: Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),https://github.com/fanzila/WebFinance,306f170ca2a8203ae3d8f51fb219ba9e05b945e1,6cfeb2f6b35c1b3a7320add07cd0493e4f752af3
CVE-2013-10007,CWE-200: Exposure of Sensitive Information to an Unauthorized Actor,https://github.com/ethitter/WP-Print-Friendly,437787292670c20b4abe20160ebbe8428187f2b4,c3709561e9878c51abb6a1abc1e86bb76a66a244
CVE-2013-10015,CWE-89: Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),https://github.com/fanzila/WebFinance,abad81af614a9ceef3f29ab22ca6bae517619e06,6b0a8033a68e3239e25877a7434c3dcec22d92f4
CVE-2013-10017,CWE-89: Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),https://github.com/fanzila/WebFinance,6cfeb2f6b35c1b3a7320add07cd0493e4f752af3,7e86e1c29555ac0b5bea3a64901be90fca225b3a
CVE-2022-4892,CWE-79: Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),https://github.com/andrzuk/MyCMS,d64fcba4882a50e21cdbec3eb4a080cb694d26ee,37bfb4e6c78d4cc8bfa652e73eb14d99f43f667a
CVE-2022-4421,CWE-707: Improper Neutralization,https://github.com/rathena/FluxCP,8a39b2b2bf28353b3503ff1421862393db15aa7e,f49b55492ff325df87e2abe8b01789597540c892
CVE-2022-4820,CWE-79: Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),https://github.com/flatpressblog/flatpress,229752b51025e678370298284d42f8ebb231f67f,91857ec8008c4aa9bc02477d58cc3762645e6048
CVE-2022-4631,CWE-707: Improper Neutralization,https://github.com/lesterchan/wp-ban,22b925449c84faa9b7496abe4f8f5661cb5eb3bf,3922e5c7310deca55c95a0bff8e3143e2b13d2fe
CVE-2022-4821,CWE-79: Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),https://github.com/flatpressblog/flatpress,3cc223dec5260e533a84b5cf5780d3a4fbf21241,d3f329496536dc99f9707f2f295d571d65a496f5
CVE-2022-4633,CWE-352: Cross-Site Request Forgery (CSRF),https://github.com/airani/wp-auto-upload,895770ee93887ec78429c78ffdfb865bee6f9436,41e568a7ca69adfe8a9b7b6487db5bda2b13af35
CVE-2022-4876,CWE-79: Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),https://github.com/kaltura/mwEmbed,13b8812ebc8c9fa034eed91ab35ba8423a528c0b,0afca97d2098524be4d30034e3ad38702bcd1fc5
CVE-2022-4455,CWE-707: Improper Neutralization,https://github.com/sproctor/php-calendar,a2941109b42201c19733127ced763e270a357809,c7bfcb972ce49aa0a46e0434aedacd72f4aeba4e
CVE-2022-4606,CWE-98: Improper Control of Filename for Include/Require Statement in PHP Program ('PHP Remote File Inclusion'),https://github.com/flatpressblog/flatpress,c30d52b28483e1e512d0d81758d4c149f02b4068,8bdb37448fbf1d64e84d7215fce044965b7f3759
CVE-2022-4408,CWE-79: Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),https://github.com/thorsten/phpmyfaq,e2ea332a2b5e798f2c39203b2489a2dabe831751,c16cc2bbe2687f75aa1204b804483091fae43cba
CVE-2022-4889,CWE-89: Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),https://github.com/visegripped/stracker,63e1b040373ee5b6c7d1e165ecf5ae1603d29e0a,b662ea097fe0b40f2085f7e18c42a7c8901846e5
CVE-2022-4407,CWE-79: Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),https://github.com/thorsten/phpmyfaq,1d73af34bf42764f9f9491c7ba5e9495d70e3ca5,e2ea332a2b5e798f2c39203b2489a2dabe831751
CVE-2022-4871,CWE-89: Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),https://github.com/ummmmm/nflpick-em.com,dd77a35942f527ea0beef5e0ec62b92e8b93211e,1612e24b22b7696d97e43d114e5a095f54fec4db
CVE-2022-4397,CWE-863: Incorrect Authorization,https://github.com/morontt/zend-blog-number-2,36b2d4abe20a6245e4f8df7a4b14e130b24d429d,589dc007100f164d06af71c450e7c53cbffda8ec
CVE-2022-4564,CWE-352: Cross-Site Request Forgery (CSRF),https://github.com/ucfopen/Materia,af259115d2e8f17068e61902151ee8a9dbac397b,c779be9c05a68862d60ddf6c2ba9e21640a5b9e1
CVE-2022-4559,CWE-707: Improper Neutralization,https://github.com/inex/IXP-Manager,bc9b14c6f70cccdb89b559e8bc3a7318bfe9c243,bc8ba65fa227e5ef14eb4140080be9f13cb3b765
CVE-2022-4933,CWE-89: Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),https://github.com/ATM-Consulting/dolibarr_module_quicksupplierprice,ccad1e4282b0e393a32fcc852e82ec0e0af5446f,9304ff45f0866a2a84196e844ae39c90eb70735d
CVE-2022-4822,CWE-79: Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),https://github.com/flatpressblog/flatpress,5f23b4c2eac294cc0ba5e541f83a6f8a26f9fed1,2e7cac5c035d37bc3ea1321266026009e966109b
CVE-2022-4136,CWE-749: Exposed Dangerous Method or Function,https://github.com/qmpaas/leadshop,f27e9ca5c93eaadda1097396b65c234b16186d67,42de4233357671b96b18f8c8b2f1d7a74a809755
CVE-2022-4592,CWE-707: Improper Neutralization,https://github.com/luckyshot/CRMx,8c62d274986137d6a1d06958a6f75c3553f45f8f,e5585639df45be373d120a57d83ef2891bbfe539
CVE-2022-4409,CWE-614: Sensitive Cookie in HTTPS Session Without 'Secure' Attribute,https://github.com/thorsten/phpmyfaq,8b47f38,95c9561a3602e749cb98ad861cb794e44bd08d0d
CVE-2022-4514,CWE-707: Improper Neutralization,https://github.com/OpencachingDeutschland/oc-server3,4bdd6a0e7b7760cea03b91812cbb80d7b16e3b5f,9532e2f685e46d7c5c4b38ccdfcb75dd505a6b68
CVE-2022-4006,CWE-400: Uncontrolled Resource Consumption,https://github.com/wbce/wbce_cms,d394ba39a7bfeb31eda797b6195fd90ef74b2e75,73200435350189d303186438d8577846e8ab8898
CVE-2022-4957,CWE-79: Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),https://github.com/librespeed/speedtest,a85f2c086f3449dffa8fe2edb5e2ef3ee72dc0e9,4234f5fad38be8955a2f88998e5453864c005246
CVE-2022-4446,CWE-98: Improper Control of Filename for Include/Require Statement in PHP Program ('PHP Remote File Inclusion'),https://github.com/tsolucio/corebos,8035e725ecb397348bd50545e90975b699e4f9f2,95595213c2d5685fb0c47f47714c91f2237b859a
CVE-2022-3754,CWE-521: Weak Password Requirements,https://github.com/thorsten/phpmyfaq,d7a87d2646287828c70401ca8976ef531fbc77ea,3e5c4737e1dec7e804b5fea75a165cc9edaac469
CVE-2022-3968,CWE-707: Improper Neutralization,https://github.com/emlog/emlog,5bf7a79826e0ea09bcc8a21f69a0c74107761a02,0fdd68cf053823763903760fde25f1341fc4a4ea
CVE-2022-3845,CWE-707: Improper Neutralization,https://github.com/phpipam/phpipam,22c797c3583001211fe7d31bccd3f1d4aeeb3bbc,5852574fe3bd9695638c55790127c7c2a7bcd858
CVE-2022-3766,CWE-79: Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),https://github.com/thorsten/phpmyfaq,c7904f2236c6c0dd64c2226b90c30af0f7e5a72d,372428d02a08e90b3a253ba5c506cda84581a5af
CVE-2022-3975,CWE-707: Improper Neutralization,https://github.com/nukeviet/nukeviet,0b3197fad950bb3383e83039a8ee4c9509b3ce02,f5d5bd1854d131dcedc45fba0f38c775b7c0e423
CVE-2022-3608,CWE-79: Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),https://github.com/thorsten/phpmyfaq,37123edd50f854bd141e6fbe65221af2d5cf2677,ac3d7e019700feaaeb12ae38490594a0d4817487
CVE-2022-3765,CWE-79: Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),https://github.com/thorsten/phpmyfaq,372428d02a08e90b3a253ba5c506cda84581a5af,ec1e48ce63709cd0a948b500e42f69b597b1231a
CVE-2022-3979,CWE-704: Incorrect Type Conversion or Cast,https://github.com/NagVis/nagvis,7574fd8a2903282c2e0d1feef5c4876763db21d5,7d60f92fe2fd337c8c83b1518dcb4acfb5e224f9
CVE-2022-3827,CWE-707: Improper Neutralization,https://github.com/centreon/centreon,293b10628f7d9f83c6c82c78cf637cbe9b907369,b5621438307559388a2123d770353720c677d1cd
CVE-2022-3963,CWE-707: Improper Neutralization,https://github.com/gnuboard/gnuboard5,ba062ca5b62809106d5a2f7df942ffcb44ecb5a9,34774f0fc3af1903bf78a96181fd94499a51f809
CVE-2022-3152,CWE-620: Unverified Password Change,https://github.com/phpfusion/phpfusion,57c96d4a0c00e8e1e25100087654688123c6e991,2f9a2014aef0d218c1cfecf88b9bd0a7eee40a0e
CVE-2022-46169,CWE-74: Improper Neutralization of Special Elements in Output Used by a Downstream Component ('Injection'),https://github.com/Cacti/cacti,7f0e16312dd5ce20f93744ef8b9c3b0f1ece2216,f60455f24a8bececefb9d4acbcebcaed666e8b4e
CVE-2022-46170,CWE-287: Improper Authentication,https://github.com/codeigniter4/CodeIgniter4,f9fb6574fbeb5a4aa63f7ea87296523e10db9328,bd3343a0eee8d999369d6dee7c21df0a3d50ee20
CVE-2022-1191,CWE-918: Server-Side Request Forgery (SSRF),https://github.com/livehelperchat/livehelperchat,c41f283a2c1b46c42dd2af16ecbeaedd2fe1f5df,72c0df160bfe9838c618652facef29af99392ce3
CVE-2022-1225,CWE-266: Incorrect Privilege Assignment,https://github.com/phpipam/phpipam,f6a49fd9f93b7d7e0a4fbf1d35338502eed35953,272cbea7c008cd9b39fd9be065ef5e78fff95be9
CVE-2022-1339,CWE-89: Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),https://github.com/pimcore/pimcore,adae3be64427466bf0df15ceaea2ac30da93752c,809851a8c18a137b7a1cdfd0296a941d9d75b515
CVE-2022-1223,CWE-863: Incorrect Authorization,https://github.com/phpipam/phpipam,f6a49fd9f93b7d7e0a4fbf1d35338502eed35953,272cbea7c008cd9b39fd9be065ef5e78fff95be9
CVE-2022-1219,CWE-89: Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),https://github.com/pimcore/pimcore,a697830359df06246acca502ee2455614de68017,e649598b4d2892c0bef9dea24cdf8f7006dc1ef1
CVE-2022-1224,CWE-285: Improper Authorization,https://github.com/phpipam/phpipam,f6a49fd9f93b7d7e0a4fbf1d35338502eed35953,272cbea7c008cd9b39fd9be065ef5e78fff95be9
CVE-2022-1429,CWE-89: Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),https://github.com/pimcore/pimcore,523a735ab94f004459b84ffdfd3db784586bbd82,f29d3b2f305865c6e9884c460fb35bcf21bcf29f
CVE-2022-1226,CWE-79: Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),https://github.com/phpipam/phpipam,50e36b9e4fff5eaa51dc6e42bc684748da378002,63af25f7d171bb0a9610b90bca2068d5e3e9d760
CVE-2022-29248,CWE-200: Exposure of Sensitive Information to an Unauthorized Actor,https://github.com/guzzle/guzzle,74a8602c6faec9ef74b7a9391ac82c5e65b1cdab,b720a2d0ff4a135ee0ef542082b2b979ff1f1d14
CVE-2022-29254,CWE-436: Interpretation Conflict,https://github.com/silverstripe/silverstripe-omnipay,7dee9a1e0a5f54c2dc06e018cff3d9a19044e01b,129076add1125fd68751badf508f8b6656908517
CVE-2022-29221,CWE-94: Improper Control of Generation of Code ('Code Injection'),https://github.com/smarty-php/smarty,64ad6442ca1da31cefdab5c9874262b702cccddd,3f97b7352e9c59b4b7460908a709de954e54862e
CVE-2022-39261,CWE-22: Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'),https://github.com/twigphp/Twig,35f3035c5deb0041da7b84daf02dea074ddc7a0b,ae39480f010ef88adc7938503c9b02d3baf2f3b3
CVE-2022-39265,CWE-74: Improper Neutralization of Special Elements in Output Used by a Downstream Component ('Injection'),https://github.com/mybb/mybb,0cd318136a10b029bb5c8a8f6dddf39d87519797,57f80ec84016401d8e103217c7da370c6e15f62b
CVE-2022-39291,CWE-20: Improper Input Validation,https://github.com/ZoneMinder/zoneminder,34ffd92bf123070cab6c83ad4cfe6297dd0ed0b4,cb3fc5907da21a5111ae54128a5d0b49ae755e9b
CVE-2022-21647,CWE-502: Deserialization of Untrusted Data,https://github.com/codeigniter4/CodeIgniter4,ce95ed5765256e2f09f3513e7d42790e0d6948f5,bfa226259c8e6c4838eeaabf67afde7537fd9f01
CVE-2022-21644,CWE-89: Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),https://github.com/Aaron-Junker/USOC,06217c66c8f9b114726b21633eabcd88ac9034aa,9b65bd08c2ef0c4c6bede3cd5d295b0f77101b0e
CVE-2022-21715,CWE-79: Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),https://github.com/codeigniter4/CodeIgniter4,70d881cf5322b7c32e69516aebd2273ac6a1e8dd,99e0797d0aac396733e5ed6999a6afd71708adcd
CVE-2022-21664,CWE-89: Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),https://github.com/WordPress/wordpress-develop,c09ccfbc547d75b392dbccc1ef0b4442ccd3c957,17efac8c8ec64555eff5cf51a3eff81e06317214
CVE-2022-21643,CWE-89: Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),https://github.com/Aaron-Junker/USOC,21e8bfd7a9ab0b7f9344a7a3a7c32a7cdd5a0b69,06217c66c8f9b114726b21633eabcd88ac9034aa
CVE-2022-21705,CWE-74: Improper Neutralization of Special Elements in Output Used by a Downstream Component ('Injection'),https://github.com/octobercms/library,c393c5ce9ca2c5acc3ed6c9bb0dab5ffd61965fe,8f06437ab772b48dd7ea7079c293f436438f867d
CVE-2022-21666,CWE-89: Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),https://github.com/Aaron-Junker/USOC,c331d26aaab41a7e9e8c1c1a990132dca9d01e10,1be52f38162dc0a5dec386cab26cbf454371f833
CVE-2022-21648,CWE-79: Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),https://github.com/nette/latte,9e1b4f7d70f7a9c3fa6753ffa7d7e450a3d4abb0,a69d0b9598652438b5754ae5c1abc217d5003d98
CVE-2022-31091,CWE-200: Exposure of Sensitive Information to an Unauthorized Actor,https://github.com/guzzle/guzzle,1dd98b0564cb3f6bd16ce683cb755f94c10fbd82,8d2ce4ed2e29c39be53e39701fa6641d0f125441
CVE-2022-31086,CWE-74: Improper Neutralization of Special Elements in Output Used by a Downstream Component ('Injection'),https://github.com/LDAPAccountManager/lam,f1d5d04952f39a1b4ea203d3964fa88e1429dfd4,8384f77515acc5542a053fe03af1715058ab5d7a
CVE-2022-31109,CWE-79: Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),https://github.com/laminas/laminas-diactoros,25b11d422c2e5dad868f68619888763b30f91e2d,d1bc565b23c2040fafde398a8a5db083c47928c0
CVE-2022-31043,CWE-200: Exposure of Sensitive Information to an Unauthorized Actor,https://github.com/guzzle/guzzle,e3ff079b22820c2029d4c2a87796b6a0b8716ad8,74a8602c6faec9ef74b7a9391ac82c5e65b1cdab
CVE-2022-31042,CWE-200: Exposure of Sensitive Information to an Unauthorized Actor,https://github.com/guzzle/guzzle,e3ff079b22820c2029d4c2a87796b6a0b8716ad8,74a8602c6faec9ef74b7a9391ac82c5e65b1cdab
CVE-2022-31181,CWE-89: Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),https://github.com/PrestaShop/PrestaShop,b6d96e7c2a4e35a44e96ffbcdfd34439b56af804,dc8dc1faef7185ad30fc8dcb0653524d9bfb7c82
CVE-2022-31087,CWE-74: Improper Neutralization of Special Elements in Output Used by a Downstream Component ('Injection'),https://github.com/LDAPAccountManager/lam,f1d5d04952f39a1b4ea203d3964fa88e1429dfd4,8384f77515acc5542a053fe03af1715058ab5d7a
CVE-2022-31085,CWE-311: Missing Encryption of Sensitive Data,https://github.com/LDAPAccountManager/lam,f1d5d04952f39a1b4ea203d3964fa88e1429dfd4,8384f77515acc5542a053fe03af1715058ab5d7a
CVE-2022-31090,CWE-200: Exposure of Sensitive Information to an Unauthorized Actor,https://github.com/guzzle/guzzle,1dd98b0564cb3f6bd16ce683cb755f94c10fbd82,8d2ce4ed2e29c39be53e39701fa6641d0f125441
CVE-2022-2400,CWE-73: External Control of File Name or Path,https://github.com/dompdf/dompdf,99aeec1efec9213e87098d42eb09439e7ee0bb6a,5abe32818761832d159c68fce5d43ff7510d8c91
CVE-2022-24708,CWE-79: Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),https://github.com/anuko/timetracker,6aaad31630500d13b6c8459daa9f406fd5eb4330,bb7d08fa61a40369e8eeb07e476ec0a674e2f092
CVE-2022-24828,CWE-20: Improper Input Validation,https://github.com/composer/composer,2c40c53637c5c7e43fff7c09d3d324d632734709,915b97fc398f9e5f230540c1cf59680af48580c9
CVE-2022-24747,CWE-200: Exposure of Sensitive Information to an Unauthorized Actor,https://github.com/shopware/platform,d51863148f32306aafdbc7f9f48887c69fce206f,cb53ad9b3a534f538c794cc5203bd4d67719bbf5
CVE-2022-24711,CWE-20: Improper Input Validation,https://github.com/codeigniter4/CodeIgniter4,202f41ad522ba1d414b9d9c35aba1cb0c156b781,e149231b2819cf0a8cfa452e1960ec9bd2052bb7
CVE-2022-24752,CWE-89: Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),https://github.com/Sylius/SyliusGridBundle,73d0791d0575f955e830a3da4c3345f420d2f784,789ab3ae9efe22a4af7174702c2621e20fffb45b
CVE-2022-24895,CWE-384: Session Fixation,https://github.com/symfony/security-bundle,076fd2088ada33d760758d98ff07ddedbf567946,d2a6bf4aeb75e75d3faacf9bec286e0de58394b6
CVE-2022-24748,CWE-287: Improper Authentication,https://github.com/shopware/core,329e4d7e028dd8081496cf8bd3acc822000b0ec0,2c23a54172c6323bbfef4054d615a131d80fd296
CVE-2022-24746,CWE-79: Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),https://github.com/shopware/platform,651598a61073cbe59368e311817bdc6e7fb349c6,47b4b094c13f62db860be2f431138bb45c0bd0b6
CVE-2022-24894,CWE-285: Improper Authorization,https://github.com/symfony/symfony,d2f6322af9444ac5cd1ef3ac6f280dbef7f9d1fb,ce4a1a94cdb2487e5310ca487de4cb104940203e
CVE-2022-36104,CWE-770: Allocation of Resources Without Limits or Throttling,https://github.com/TYPO3/typo3,179dd7cd78947081d573fee2050e197faa556f13,052e4f6d9bfdfefa0013c1ec5b7a7126493a6e00
CVE-2022-36107,CWE-79: Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),https://github.com/TYPO3/typo3,bd58d2ff2eeef89e63ef754a2389597d22622a39,56af2bd3a432156c30af9be71c9d6f7ef3a6159a
CVE-2022-36032,CWE-565: Reliance on Cookies without Validation and Integrity Checking,https://github.com/reactphp/http,663c9a3b77b71463fa7fcb76a6676ffd16979dd6,b5a66a4faa77f8e8ab0094566501b9f40cb5079e
CVE-2022-36106,CWE-287: Improper Authentication,https://github.com/TYPO3/typo3,56af2bd3a432156c30af9be71c9d6f7ef3a6159a,f8b83ce15d4ea275a5a5e564e5d324242f7937b6
CVE-2022-36020,CWE-79: Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),https://github.com/TYPO3/html-sanitizer,60bfdc7f9b394d0236e16ee4cea8372a7defa493,aac22d2bed04f0356a3743a766068391490b3be1
CVE-2022-36108,CWE-79: Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),https://github.com/TYPO3/typo3,6863f73818c36b0b88c677ba533765c8074907b4,bd58d2ff2eeef89e63ef754a2389597d22622a39
CVE-2022-36105,CWE-203: Observable Discrepancy,https://github.com/TYPO3/typo3,f8b83ce15d4ea275a5a5e564e5d324242f7937b6,179dd7cd78947081d573fee2050e197faa556f13
CVE-2022-23601,CWE-352: Cross-Site Request Forgery (CSRF),https://github.com/symfony/symfony,f0ffb775febdf07e57117aabadac96fa37857f50,224eb7dd068024e540540e7b1abd9c71988d1fe8
